Unnamed: 0,Incident-ID,Status,Betreff,Beschreibung,Lösungsbeschreibung,Anfrageart,Gelöst Dauer in h,Erstellt Datum Zeit,Incident-Typ,Herkunft,edited,intent,webhelp article,webhelp article 2,webhelp article 3,webhelp article 4
305,20180806-0072,Geschlossen,Faktliste Weiterbildung bei Angebot CAS Systems Engineering gelÃƒÆ’¶scht,"
 Ich habe offenbar irrtuemlich die Faktliste Weiterbildung (Ausschreibungsinfos) bei obigem Angebot gelöscht?! Leider habe ich sie in der Auswahl Factlist nicht gefunden. Ich bitte um Support.
 ","
 Da dieses Element standardmässig auf der Seite war (also im Layout der Seite dabei), kann es nach dem Löschen nicht wieder gleich eingefuegt werden wie die anderen Elemente. Daher muss die Site zurückgesetzt werden [Anleitung](https://applsupport.hslu.ch/webhelp/index.html?hm_reset.htm). Nach dem Zurücksetzten müssen die Nicht-Standard-Elemente wieder geholt werden (sind nicht gelöscht, einfach nicht mehr auf der Seite) ueber Add here, select existing. 
 
 
 ",Dokumentation nicht gelesen,0.55,06.08.2018 11:52,Service Request,E-Mail,yes,standard elements,https://applsupport.hslu.ch/webhelp/index.html?hm_reset.htm,,,
310,20180822-0053,Geschlossen,Filme und PDFs/Issuu hochladen auf Homepage,Gerne möchte ich asap letztem Jahr Filme und Dokumentationen der Abschlussarbeiten Objektdesign 2018 auf die Homepage hochladen. Wie kann ich diese Videos auf der Website einfügen?,"Um ein Video auf der Website einzubinden, muss dieses zuerst entweder auf YouTube oder Vimeo hochgeladen werden. Danach kann das Video in einem Teaser eingebunden werden . Hier findest du die Anleitung dazu: 
[http://applsupport.hslu.ch/webhelp/hm_manueller_teaser_video_einbind.htm](http://applsupport.hslu.ch/webhelp/hm_manueller_teaser_video_einbind.htm)
[https://applsupport.hslu.ch/webhelp/index.html?hm_manueller_teaser_video_einbind.htm](https://applsupport.hslu.ch/webhelp/index.html?hm_manueller_teaser_video_einbind.htm)

",Dokumentation nicht gelesen,16.24,22.08.2018 10:54,Service Request,E-Mail,yes,video insert,https://applsupport.hslu.ch/webhelp/index.html?hm_manueller_teaser_video_einbind.htm,https://applsupport.hslu.ch/webhelp/index.html?hm_manueller_teaser_vimeo_video_e.htm,,
316,20180830-0099,Geschlossen,Layout auf IFZ Startsite,"Wir haben den pinken Kasten auf der IFZ Startsite entfernt und ""Hochschule Luzern Standard"" ausgewählt. Leider sieht dieser graue Balken sehr unschön aus. Was muss ausgewählt werden, dass dieser graue Balken verschwindet? 
","Die Infobox muss wieder ueber die Page Options von der Seite gelöst werden (so wie sie hinzugefuegt wurde).
1) Im Ribbon-Menü unter Campus > Page Options die leere Infobox der Seite zuweisen. Mit OK bestätigen.
2) Die Seite mit F5 (Refresh) oder mit Klick auf das Browser-Icon Sitecore_btn_window_refresh neu laden. Danach wird die neue leere Infobox auf der Seite dargestellt.
Hier die Anleitung mit Bilder: [https://applsupport.hslu.ch/webhelp/index.html?hm_infobox_löschen.htm](https://applsupport.hslu.ch/webhelp/hm_titel__text_eingeben.htm?zoom_highlightsub=infobox).",Dokumentation nicht gelesen,5.6,30.08.2018 14:41,Service Request,E-Mail,yes,infobox delete,https://applsupport.hslu.ch/webhelp/hm_titel__text_eingeben.htm?zoom_highlightsub=infobox).,,,
317,20180924-0118,Geschlossen,Externe Projektwoche in Seitennavigation ausblendbar?,"Kann man die Seite ""Externe Projektwoche 2018 in Hamburg"" aus der Navigation ausblenden? Es sollte lediglich der Teaser auf die Seite verweisen. 
 ","In den Navigations Options einer Seite kann definiert werden welche Seiten in der Flyout-Navigation, in der Side-Navigation und in den Breadcrumbs angezeigt werden sollten und welche nicht. Mehr Infos dazu findest du [hier](https://applsupport.hslu.ch/webhelp/hm_navigations_options-ribbon.htm?zoom_highlightsub=navigation+option)
 ",Dokumentation nicht gelesen,9.99,24.09.2018 14:35,Service Request,E-Mail,yes,navigation edit visibility,https://applsupport.hslu.ch/webhelp/index.html?hm_navigations_options-ribbon.htm,,,
318,20181008-0088,Geschlossen,Website Suchfunktion funktioniert nicht,Die Konferenz Schweizer Vermögensverwalter ist erstellt. Aber leider findet man die Konferenz ueber die Suchfunktion nicht. Dies passiert in letzter Zeit leider sehr häufig. Könnt Ihr dies bitte pruefen.,"Wenn eine Seite über die Suche nicht gefunden werden kann, liegt es warscheinlih darasn, dass die Seite von der internen Meta-Suche ausgeschlossen wurde.
 Meta Daten können so bearbeitet werden:
1) Im Content-Tree zur entsprechenden Seite navigieren.

2) Rechts im Content-Bereich unter Site Meta Data können die Meta-Daten bearbeitet werden.

3) Nach Eingabe, die Daten mit ctrl + s sichern. 

Um eine Seite von der internen Suche ein- oder auszublenden muss das Häckchen in den Metadaten unter ""Von interner Meta-Suche ausschliessen (wird für Events automatisch gesetzt)"" gesetzt bzw. entfernt werden.
Diese Funktion kann manuell verwendet werden, um eine Seite von der internen Suche auszuschliessen. Bei abgelaufenen Events wird dieses Häkchen automatisch gesetzt. 
Mehr Infos dazu findest du [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_site_meta_data_content_editor.htm).",Dokumentation nicht gelesen,2.09,08.10.2018 13:47,Service Request,E-Mail,yes,internal index hide,https://applsupport.hslu.ch/webhelp/index.html?hm_site_meta_data_content_editor.htm,,,
319,20181015-0030,Geschlossen,Filterliste auf englischer Seite,"Aktuell arbeite ich die Übersetzungen der IKM-Webseiten in Sitecore ein. Auf unserer Webseite ""Alle Weiterbildungen"" werden in der englischen Version keine Ergebnisse in der Filterliste angezeigt: https://www.hslu.ch/en/lucerne-school-of-business/institute/ikm/continuing-and-executive-education/all-the-continuing-and-executive-education-courses/#?filters=108
Könntest du mir hier eventuell weiterhelfen?
 ","Bei Agendaeinträgen ist zu unterscheiden, ob die Seite offline ist, oder ob der Agendaeintrag einfach nicht in der Filterliste aufgelistet wird. Mögliche Ursachen dafür, dass eine Seite nicht öffentlich ist findest du [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_publish_options.htm). Ausserdem kommt es bei  Agenda-Einträgen öfters vor, dass diese etwas länger haben, bis sie veröffentlicht werden.
Voraussetzung dafür, dass ein Event in einer Filterliste erscheint, ist, dass der Agendaeintrag live ist.  
Mögliche Ursachen dafür, dass ein Agendaeintrag live ist aber nicht der Filterliste aufgelistet wird : 
1. Der Event ist keiner Organisationseinheit (OE) zugeordnet
2. Falls es sich um eine Filterliste auf einer englischen Seite handelt, ist darauf zu achten, dass nur englische Seiten aufgeführt werden.
3. Start-Zeit-Problematik: Der Event bleibt nur solange in der Filterliste und im Call to Action Teaser, bis die End-Zeit erreicht ist. Ist keine End-Zeit eingestellt, dann bleibt der Event bis zur Startzeit in der Filterliste. Ist sowohl Startzeit als auch Endzeit leer, dann bleibt der Event bis 00:00h in der Filterliste und im Call to Action Teaser.
Spezifisch für Englische Seiten git: In englischen Filterlisten werden nur diejenigen Kurse angezeigt, die eine englische Version haben. Damit ein Event oder Kurs in der englischen Filterliste erscheint, muss die Seite des Events oder Kurses in einer englischen Version existieren.  Bitte keine englischen Versionen von Seiten anlegen, wenn diese nicht auch übersetzt werden, das wäre fuer die englische User Experience schlecht.",Dokumentation nicht gelesen,0.51,15.10.2018 10:19,Service Request,E-Mail,yes,englisch course filterlist,no,,,
320,20181019-0046,Geschlossen,Zwei Spalten auf Inhaltsseite trotz 100% Breite,"Ich habe versucht eine neue Seite zu erstellen. Jedoch mit mässigem Erfolg:
 https://www.hslu.ch/de-ch/technik-architektur/studium/master/engineering/mse-inhalt-und-anmeldung/ 
In der Bearbeitungsansicht hatte die Seite immer die volle Breite, in der veröffentlichten Version jedoch nicht. Nun ist diese in zwei Spalten aufgeteilt. In der Webhelp habe ich versucht die Lösung zu finden, kenne aber scheinbar die korrekten Stichworte nicht.
Könnt ihr mir helfen die Seite normal darzustellen?
 ","Falls ein Rich Text Teaser / Manueller Teaser verwendet wurde, ist darauf zu achten, dieser bei einer 100% Einstellung ab ca. drei Zeilen Text immer zweispaltig angezeigt wird. Fuer einspaltigen Fliesstext kann das Element ""Formatierter Text mit Bild"" verwendet werden. Dieser funktioniert auch ohne Bild. In diesem [Webhelp-Artikel](https://applsupport.hslu.ch/webhelp/index.html?hm_häufige_fehler.htm) findest du ganz zuunterst noch eine Auflistung welche Text-Elemente dopptelspaltig und welche einspaltig dargestellt werden.",Dokumentation nicht gelesen,2.76,19.10.2018 12:59,Service Request,E-Mail,yes,rich text teaser format,https://applsupport.hslu.ch/webhelp/index.html?hm_häufige_fehler.htm,,,
321,20181127-0037,Geschlossen,Infobox terminieren,"Ab kommenden Montag, 3. Dezember können sich Studieninteressierte zum Studium an der D&K online anmelden.
Dafuer werden wir einerseits auf den Faktenseiten (Details fuer Interessierte) sowie auf den jeweiligen Seiten der Studienrichtungen Infoboxen mit den direkten Links zur Onlineanmeldung hinterlegen.
Meinen Teil werde ich bereits am Freitag, 30. November hinterlegen müssen. Gibt es eine Möglichkeit, dass die Infoboxen erst ab dem 3.12. aufgeschaltet werden?
 ","Elemente kann man wie folgt timen: 
1. Element im Backend bei der entsprechenden Seite auswählen.
2. Dort das Publish-Datum in die Zukunft setzen. 
Das Item wird dann am nächsten Veröffentlichungszeitpungk (12:05 und 00:05) nach dem erreichen des Publishing Datums live geschalten. Also z.B. wenn es ab 29.1. Mitternacht online sein soll dann 28.1. 23:30 auswählen.
 
Mehr Infos dazu [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_publish_options.htm)
In der Preview kannst du dann testen ob es funktioniert (bei ""Experience"" Datum auswählen)
 
 ",Dokumentation nicht gelesen,3.42,27.11.2018 11:31,Service Request,E-Mail,yes,element time publishing,https://applsupport.hslu.ch/webhelp/index.html?hm_publish_options.htm,,,
322,20190118-0027,Geschlossen,"Video als Teaser-""Bild""","
 ich wuerde gerne wissen, ob es möglich ist, anstatt eines Bildes ein Video als Teaserbild einzufuegen? Und kann es dann sowohl abgespielt und gleichzeitig noch als Hyperlink zur Unterseite fungieren oder wie kann man das lösen?
 ","Um ein Video auf der Website einzubinden, muss dieses zuerst entweder auf YouTube oder Vimeo hochgeladen werden. Danach kann das Video in einem Teaser eingebunden werden . Hier findest du die Anleitung dazu: 
[http://applsupport.hslu.ch/webhelp/hm_manueller_teaser_video_einbind.htm](http://applsupport.hslu.ch/webhelp/hm_manueller_teaser_video_einbind.htm)
[https://applsupport.hslu.ch/webhelp/index.html?hm_manueller_teaser_video_einbind.htm](https://applsupport.hslu.ch/webhelp/index.html?hm_manueller_teaser_video_einbind.htm)

",Dokumentation nicht gelesen,10.48,18.01.2019 08:59,Service Request,E-Mail,yes,video insert,https://applsupport.hslu.ch/webhelp/index.html?hm_manueller_teaser_video_einbind.htm,https://applsupport.hslu.ch/webhelp/index.html?hm_manueller_teaser_vimeo_video_e.htm,,
323,20190122-0119,Geschlossen,Website: Seitenversion oder Sprachversion?,"Bin mir nicht ganz sicher, ob es eine Sprachversion oder eine Seitenversion erstellt hat? Denn es zeigt nur eine Version bei DE und bei EN zeigt es 0. Daher wäre ich sehr froh, wenn Ihr mir mitteilen könntet, wie ich die EN Seite löschen kann ohne die DE Seite zu löschen. 
 https://stage-www.hslu.ch/en/lucerne-school-of-business/calendar/events/2019/06/27/konferenz-schweizer-vermögensverwalter/ 
 Leider konnte mir die Webhelp auch nicht weiterhelfen. 
 Besten Dank und ","Hier eine Anleitung wie Sprachversionen von Seiten gelöscht werden können: Den Content Editor starten (Ribbon-Menü > Campus > Backend):

1) Im Item-Tree die entsprechende Seite wählen und im Ribbon Menü zum Tab Versions wechseln.

2) Durch klicken auf den kleinen Sprachbutton ist ersichtlich, dass eine deutsche und eine englische Version der Seite vorhanden sind.

3) Durch klicken auf den grossen Sprachbutton zur löschenden Sprachversion wechseln (hier im Beispiel englisch).

4) Auf den Button Remove klicken.

5) Es erscheint ein Warnhinweis, ob die Version entfernt werden soll. Wenn Sie sicher sind, auf OK klicken.

6) Durch klicken auf den kleinen Sprachbutton ist ersichtlich, dass die englische Version gelöscht wurde. Bei Englsh:Englisch steht 0 versions.",Dokumentation nicht gelesen,18.45,22.01.2019 15:32,Service Request,E-Mail,yes,site delete english,https://applsupport.hslu.ch/webhelp/index.html?hm_sprachversion_einer_seite_lös.htm,,,
324,20190205-0002,Geschlossen,"Text durchgehend, nicht zweispaltig","Ich habe eine Frage zur Ansicht von Texten.
Ich habe ganz viel Text in Rich Text Teasers geschrieben. Im Sitecore sehen die so aus:
Online zeigt es mir den Text in zwei Spalten an, was ich gar nicht schön finde: Mache ich da was falsch? Oder ist das normal zweispaltig? Finde es so recht schwierig und unschön zum Lesen. 
 ","Falls ein Rich Text Teaser / Manueller Teaser verwendet wurde, ist darauf zu achten, dieser bei einer 100% Einstellung ab ca. drei Zeilen Text immer zweispaltig angezeigt wird. Fuer einspaltigen Fliesstext kann das Element ""Formatierter Text mit Bild"" verwendet werden. Dieser funktioniert auch ohne Bild. In diesem [Webhelp-Artikel](https://applsupport.hslu.ch/webhelp/index.html?hm_häufige_fehler.htm) findest du ganz zuunterst noch eine Auflistung welche Text-Elemente dopptelspaltig und welche einspaltig dargestellt werden.",Dokumentation nicht gelesen,1.69,05.02.2019 07:49,Service Request,E-Mail,yes,rich text teaser format,https://applsupport.hslu.ch/webhelp/index.html?hm_häufige_fehler.htm,,,
325,20190205-0156,Geschlossen,Rechte zur Anpassung von Dozentenprofilen,"Ich wollte soebenAnpassungen am Dozentenprofil von Marcel Zbinden vornehmen. Allerdings habe ich keine Rechte dafuer. Könntet ihr mir das bitte frei geben? 
","Anpassungen am Personenprofil muss jede Person selber machen https://personenprofile.hslu.ch/. Bei jedem Personenprofil kann auch angegeben werden, ob die Person über die Personensuche gefunden werden sollte oder nicht. Manche Daten im Personenprofil kommen direkt aus Evento und müssen daher in Evento angepasst werden.
 ",Dokumentation nicht gelesen,0.06,05.02.2019 16:34,Service Request,E-Mail,yes,contact personal profile responsibility,no,,,
326,20190211-0150,Geschlossen,Agendaeintrag 2.5.2019,"Ich habe am Freitag einen Agenda-Eintrag erstellt fuer das MSE-Kolloquium inkl. Anmeldeformular. Nun ist dieses aber nicht auf der Live-Seite ersichtlich. 
Seht ihr wo dieses aktuell liegt oder warum es nicht publiziert wurde?

 ","Bei Agendaeinträgen ist zu unterscheiden, ob die Seite offline ist, oder ob der Agendaeintrag einfach nicht in der Filterliste aufgelistet wird. Mögliche Ursachen dafür, dass eine Seite nicht öffentlich ist findest du [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_publish_options.htm). Ausserdem kommt es bei  Agenda-Einträgen öfters vor, dass diese etwas länger haben, bis sie veröffentlicht werden.
Voraussetzung dafür, dass ein Event in einer Filterliste erscheint, ist, dass der Agendaeintrag live ist.  
Mögliche Ursachen dafür, dass ein Agendaeintrag live ist aber nicht der Filterliste aufgelistet wird : 
1. Der Event ist keiner Organisationseinheit (OE) zugeordnet
2. Falls es sich um eine Filterliste auf einer englischen Seite handelt, ist darauf zu achten, dass nur englische Seiten aufgeführt werden.
3. Start-Zeit-Problematik: Der Event bleibt nur solange in der Filterliste und im Call to Action Teaser, bis die End-Zeit erreicht ist. Ist keine End-Zeit eingestellt, dann bleibt der Event bis zur Startzeit in der Filterliste. Ist sowohl Startzeit als auch Endzeit leer, dann bleibt der Event bis 00:00h in der Filterliste und im Call to Action Teaser.",Dokumentation nicht gelesen,1.63,11.02.2019 15:21,Service Request,E-Mail,yes,event not in filterlist,no,,,
327,20190228-0030,Geschlossen,"Webseite sehe ich nur im Sitecore, nicht in Web","Ich habe vor paar Tagen eine Datei aktualisiert auf der Webseite https://stage-www.hslu.ch/de-ch/technik-architektur/forschung/kompetenzzentren/fluidmechanik-hydromaschinen/dynamische-strömungs-und-prozesssimulationen/. 
Nun wollte ich sie ueberpruefen, aber sie ist vom Internet verschwunden, nur in Sitecore sehe ich sie. 
","Dies könnte mit den publish Einstellungen zusammenhängen.
Im Experience Editor kann auf der Seite über die den Befehl ""Campus > Publish Options"" im Ribbon-Menü kontrolliert werden, ob und wann Inhalte publiziert werden.
Im Feld ""Publish"" definiert die Redaktion, wann ein nicht veröffentlichter Inhalt publiziert wird.

Im Feld ""Unpublish"" definiert die Redaktion, wann ein veröffentlichter Inhalt zurückgezogen wird.

Ist die Checkbox ""Never publish"" angekreuzt, wird ein Inhalt nicht publiziert. ""Never publish"" wirkt sich auch auf alle darunterliegenden Seiten aus.

Publish / Unpublish kann auch bei einzelnen Teaser oder auf Files in der Media Library angewandt werden.
 ",Dokumentation nicht gelesen,3.83,28.02.2019 10:16,Service Request,E-Mail,yes,file missing,no,,,
328,20190416-0014,Geschlossen,Rich Text Teaser,"Der Rich Text Teaser wird auf dieser Seite in der Desktop Ansicht in zwei Spalten angezeigt. https://www.hslu.ch/de-ch/wirtschaft/agenda/veranstaltungen/2019/04/09/ikm-update-gelebte-interkulturelle-kompetenz/ 
Ich möchte gern, dass der Text auf die gesamte Breite anzeigt wird. Wie kann ich das anpassen?
","Falls ein Rich Text Teaser / Manueller Teaser verwendet wurde, ist darauf zu achten, dieser bei einer 100% Einstellung ab ca. drei Zeilen Text immer zweispaltig angezeigt wird. Fuer einspaltigen Fliesstext kann das Element ""Formatierter Text mit Bild"" verwendet werden. Dieser funktioniert auch ohne Bild. In diesem [Webhelp-Artikel](https://applsupport.hslu.ch/webhelp/index.html?hm_häufige_fehler.htm) findest du ganz zuunterst noch eine Auflistung welche Text-Elemente dopptelspaltig und welche einspaltig dargestellt werden.",Dokumentation nicht gelesen,2.42,16.04.2019 08:53,Service Request,E-Mail,yes,rich text teaser format,https://applsupport.hslu.ch/webhelp/index.html?hm_häufige_fehler.htm,,,
329,20190424-0045,Geschlossen,Text doppelzeilig / Allgemeines Design der Seite,"warum ist mein Text in einem 100% Manuellen Teaser doppelzeilig? 
Und auch im Rich Text Teaser:
Wie kann ich beide einzeilig machen, muss ich ein anderes Gefäss wählen? Kann man z,B. Formatierten Text mit Bild ohne Bild erstellen? 
 
 ","Falls ein Rich Text Teaser / Manueller Teaser verwendet wurde, ist darauf zu achten, dieser bei einer 100% Einstellung ab ca. drei Zeilen Text immer zweispaltig angezeigt wird. Fuer einspaltigen Fliesstext kann das Element ""Formatierter Text mit Bild"" verwendet werden. Dieser funktioniert auch ohne Bild. In diesem [Webhelp-Artikel](https://applsupport.hslu.ch/webhelp/index.html?hm_häufige_fehler.htm) findest du ganz zuunterst noch eine Auflistung welche Text-Elemente dopptelspaltig und welche einspaltig dargestellt werden.",Dokumentation nicht gelesen,16.46,24.04.2019 10:54,Service Request,E-Mail,yes,rich text teaser format,https://applsupport.hslu.ch/webhelp/index.html?hm_häufige_fehler.htm,,,
331,20190509-0015,Geschlossen,Shortcuts - gesamte Liste,"Duerfte ich euch bitten, uns bei Gelegenheit eine aktuelle Liste aller Shortcuts zuzustellen, welche es auf der Musik-Website gibt? 
 ","Um nachzuschauen, ob bereits ein Shortcut für eine bestimmte Seite eingerichtet wurde, kann im Content Editor zur Seite navigiert werden und im Reiter über Navigation > Links nachgeschaut werden, welche Links auf die Seite führen.",Dokumentation nicht gelesen,6.89,09.05.2019 08:33,Service Request,E-Mail,yes,shortcut for site lookup,no,,,
332,20190513-0006,Geschlossen,WG: Short-cut fÃƒÆ’¼r VIP Event,"Der Short-Cut, siehe unten, funktioniert noch nicht. Könntet ihr dies bitte nochmals pruefen?
 Dieser Sollte bis morgen oder spät. Mittwoch funktionieren.
","Einen Grund wieso der Shortcut nicht funktioniert kann sein, weil die Seite noch nicht publiziert wurde. In diesem Fall kann der Shortcut auch im stage-Modus ausprobiert werden und sollte funktionieren. Manchmal kann es auch an den Cookies liegen. Daher genre den Shortcut in einem Incognito Fenster ausprobieren. ",Dokumentation nicht gelesen,1.06,13.05.2019 08:17,Service Request,E-Mail,yes,shortcut not working,no,,,
333,20190517-0019,Geschlossen,Formatierter Text mit Bild erscheint nicht live,"Ich habe am Mittwoch die Site https://stage-www.hslu.ch/en/lucerne-school-of-business/continuing-education/cas/ibr/cas-international-leadership/dozierende/ neu gemacht und diese war gestern bis ca. 15.00 Uhr live geschaltet. Also alles tipp top.
Aber gestern um 18.00 Uhr erschien nur noch der Introtext ohne die Contents Formatierter Text mit Bild. Diese waren heute auch im Sitecore gelöscht. Was ist hier falsch?","Wenn Elemente von der Seite verschwinden, kann es an den publish Einstellungen liegen oder die Elemente wurden nur in der englischen Version erfasst. 
Die Publishing Einstellungen können so geprüft werden: Element anklicken und das Edit-Icon auswählen. Im neuen Fenster können unter anderem unter Publish / Unpublish die Publish Einstellungen bearbeitet werden. Mehr dazu [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_publish_options.htm)
Auf einer DE und EN  Seite müssen immer die gleichen Elemente platziert werden. Sonst wird die englische Version immer von der deutschen überschrieben.

 ",Dokumentation nicht gelesen,0.97,17.05.2019 09:11,Service Request,E-Mail,yes,element missing,https://applsupport.hslu.ch/webhelp/index.html?hm_publish_options.htm,https://applsupport.hslu.ch/webhelp/index.html?hm_sprachversion.htm,,
334,20190517-0020,Geschlossen,Probleme beim Aufschalten von Info-Veranstaltungen,"Bereits zum 2. Mal haben wir Probleme beim Aufschalten von neu erstellen Info-Veranstaltungen.
Das genaue Problem
In der Vorschau werden die Veranstaltungen korrekt angezeigt, jedoch nur das 1. erfasste Datum, das 2. erfasste Datum erscheint in der Vorschau nicht, obwohl diese 2. Seiten exakt gleich erstellt wurden wie die Seiten der ersten Daten. Sobald die Seiten dann live geschaltet werden (12.05 und 00.05) werden die neu erstellten Seiten mit den Info-Veranstaltungen nicht angezeigt.
 Beispiele HSLU Wirtschaft, IBR
 CAS Educational Governance / 29.10.2019 + 16.01.2020
 CAS Betriebswirtschaft (Tageskurs) / 30.08.2019 + 23.10.2019
 CAS Betriebswirtschaft (Abendkurs) / 30.08.2019 + 23.10.2019
 Danke fuer Eure Hilfe.
 ","Bei Agendaeinträgen ist zu unterscheiden, ob die Seite offline ist, oder ob der Agendaeintrag einfach nicht in der Filterliste aufgelistet wird. Mögliche Ursachen dafür, dass eine Seite nicht öffentlich ist findest du [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_publish_options.htm). Ausserdem kommt es bei  Agenda-Einträgen öfters vor, dass diese etwas länger haben, bis sie veröffentlicht werden.
Voraussetzung dafür, dass ein Event in einer Filterliste erscheint, ist, dass der Agendaeintrag live ist.  
Mögliche Ursachen dafür, dass ein Agendaeintrag live ist aber nicht der Filterliste aufgelistet wird : 
1. Der Event ist keiner Organisationseinheit (OE) zugeordnet
2. Falls es sich um eine Filterliste auf einer englischen Seite handelt, ist darauf zu achten, dass nur englische Seiten aufgeführt werden.
3. Start-Zeit-Problematik: Der Event bleibt nur solange in der Filterliste und im Call to Action Teaser, bis die End-Zeit erreicht ist. Ist keine End-Zeit eingestellt, dann bleibt der Event bis zur Startzeit in der Filterliste. Ist sowohl Startzeit als auch Endzeit leer, dann bleibt der Event bis 00:00h in der Filterliste und im Call to Action Teaser.",Dokumentation nicht gelesen,2.21,17.05.2019 09:18,Service Request,E-Mail,yes,event not in filterlist,no,,,
336,20190603-0077,Geschlossen,Hilfe bei der D&K Forschung Seite," Ich habe 2 Probleme welche ich leider nicht alleine lösen kann.
 Und zwar handelt es sich um folgende Seite:
 https://www.hslu.ch/de-ch/design-kunst/forschung/swissgradnet-conf-2/
 DE und EN
Problem: 2-spaltiger Text
 Der Text zeigt es auf der Live Seite 2-spaltig an. Im Backend ist das Rich-Text Modul jedoch auf 100% geschalten. (Siehe Screenshot 1).
 Ziel: Der Text muss auf beiden Seiten DE und EN einspaltig (also 100%) angezeigt werden
 ","Falls ein Rich Text Teaser / Manueller Teaser verwendet wurde, ist darauf zu achten, dieser bei einer 100% Einstellung ab ca. drei Zeilen Text immer zweispaltig angezeigt wird. Fuer einspaltigen Fliesstext kann das Element ""Formatierter Text mit Bild"" verwendet werden. Dieser funktioniert auch ohne Bild. In diesem [Webhelp-Artikel](https://applsupport.hslu.ch/webhelp/index.html?hm_häufige_fehler.htm) findest du ganz zuunterst noch eine Auflistung welche Text-Elemente dopptelspaltig und welche einspaltig dargestellt werden.",Dokumentation nicht gelesen,0.4,03.06.2019 14:32,Service Request,E-Mail,yes,rich text teaser format,https://applsupport.hslu.ch/webhelp/index.html?hm_häufige_fehler.htm,,,
337,20190604-0006,Geschlossen,WG: Unterseite Lecturers,"Die Unterseite der Dozierenden ist bereits das 2. Mal einfach so verschwunden.
An was liegt das? 

 ","Wenn eine Seite nicht erscheint kann das an den Publish Einstellungen liegen: 
Im Experience Editor kann auf der Seite über die den Befehl ""Campus > Publish Options"" im Ribbon-Menü kontrolliert werden, ob und wann Inhalte publiziert werden.
Im Feld ""Publish"" definiert die Redaktion, wann ein nicht veröffentlichter Inhalt publiziert wird. Achtung: Die Seite wird immer auf den nächstfolgenden Veröffentlichungszeitpunkt live geschalten (entweder um 12:05 oder 00:05).

Im Feld ""Unpublish"" definiert die Redaktion, wann ein veröffentlichter Inhalt zurückgezogen wird.

Ist die Checkbox ""Never publish"" angekreuzt, wird ein Inhalt nicht publiziert.
Publish / Unpublish kann auch bei einzelnen Teaser oder auf Files in der Media Library angewandt werden.

Publish / Unpublish kann auch bei einzelnen Teaser oder auf Files angewandt werden

Ein weiterer Grun könnte an den Sprachversionen liegen. Seiten wie auch Seitenelemente müssen immer auf deutsch vorhanden sein. Wenn ein Teaser in der deutschen Version gelöscht wird, wird er auch in der englischen gelöscht. Es gilt die Regel, keine Inhalte nur in englisch, da dies fuer SEO schädlich ist.
 ",Dokumentation nicht gelesen,1.34,04.06.2019 08:11,Service Request,E-Mail,yes,site not published,https://applsupport.hslu.ch/webhelp/index.html?hm_publish_options.htm,,,
338,20190604-0008,Geschlossen,Englische Seiten,"Mir ist aufgefallen, dass auf einigen unserer englischen Seiten die Info (roter Balken) erscheint. Das sollte doch nicht sein, in der Live-Version? Könntet ihr bitte pruefen, woran dies liegt?
","Falls alle Texte auf englisch übersetzt wurden, und die Meldung 'Some Content is only available in German' immer noch erscheint, liegt es daran, dass es von mindestens einem Element auf der Seite noch keine Englische Version gibt. Damit die Meldung verschwindet muss von jedem Element, auch Bilder und PDFs, eine englische Version erstellt werden. Im Backend kannst du jedes Element durchgehen und so leicht nachschauen, welche Items noch keine englische Version besitzt.
Oftmals ist es der Kontaktteaser. Es sieht auf englisch dann korrekt aus, weil Sitecore automatisch die korrekte Berufsbezeichnung übernimmt, Sitecore merkt aber auch, dass nichts angepasst wurde und geht dann davon aus, dass es noch deutsch ist. Es muss dann einfach eine englische Version davon im Backend angelegt werden. 
Die Meldung wird auch oft durch PDFs ausgelöst, die nur in einer Sprachversion vorhanden sind. Korrekt wuerde man ein PDF mit nur deutschen Infos hochladen und dann von demselben PDF-Item noch eine englische Version erstellen und das in der englischen Seitenversion anhängen. 
Bitte auch die Alt-Texte der Bilder kontrollieren.  
[Hier](https://applsupport.hslu.ch/webhelp/hm_sprachversion.htm?zoom_highlightsub=englische+version) ist beschrieben, wie eine englische Version eines Elements erstellt werden kann.",Dokumentation nicht gelesen,1.23,04.06.2019 08:26,Service Request,E-Mail,yes,warning some content is only available in german,no,,,
